CID	command	name	comment
C01220	Remove	myo-Inositol 1,4-bisphosphate	Incorrect value
C01221	Add	Dihydrostreptomycin-6-phosphate	Fixing of an incorrect value
C01221	Remove	Dihydrostreptomycin 6-phosphate	Incorrect value
C01222	Add	GDP-4-dehydro-6-deoxy-mannose	Addin a default name to the common D version
C01222	Add	GDP-4-dehydro-6-deoxy-talose	Addin a default name to the common D version
C01222	Add	GDP-4-dehydro-rhamnose	Addin a default name to the common D version
C01222	Add	GDP-4-keto-6-deoxy-mannose	Addin a default name to the common D version
C01222	Add	GDP-4-oxo-6-deoxy-mannose	Addin a default name to the common D version
C01231	Add	Glucose-1,6-bisphosphate	Adding a default name to the common D version
C01236	Add	6-Phospho-glucono-1,5-lactone	Adding a default name to the common D version
C01236	Add	D-Glucono-1,5-lactone-6-phosphate	Fixing of an incorrect value
C01236	Add	Glucono-1,5-lactone-6-phosphate	Adding a default name to the common D version
C01236	Remove	D-Glucono-1,5-lactone 6-phosphate	Incorrect value
C01239	Add	N-Acetyl-beta-glucosaminylamine	Adding a default name to the common D version
C01243	Add	1D-myo-Inositol-1,3,4-trisphosphate	Fixing of an incorrect value
C01243	Add	D-myo-Inositol-1,3,4-trisphosphate	Fixing of an incorrect value
C01243	Add	Inositol-1,3,4-trisphosphate	Fixing of an incorrect value
C01243	Add	myo-Inositol-1,3,4-trisphosphate	Adding a default name to the common D version
C01243	Remove	1D-myo-Inositol 1,3,4-trisphosphate	Incorrect value
C01243	Remove	D-myo-Inositol 1,3,4-trisphosphate	Incorrect value
C01243	Remove	Inositol 1,3,4-trisphosphate	Incorrect value
C01245	Add	1D-myo-Inositol-1,4,5-trisphosphate	Fixing of an incorrect value
C01245	Add	D-myo-Inositol-1,4,5-trisphosphate	Fixing of an incorrect value
C01245	Add	Inositol-1,4,5-trisphosphate	Fixing of an incorrect value
C01245	Remove	1D-myo-Inositol 1,4,5-trisphosphate	Incorrect value
C01245	Remove	D-myo-Inositol 1,4,5-trisphosphate	Incorrect value
C01245	Remove	Inositol 1,4,5-trisphosphate	Incorrect value
C01250	Add	N-Acetyl-glutamate-5-semialdehyde	Addin a default name to the common L version
C01250	Add	N-Acetylglutamate-5-semialdehyde	Addin a default name to the common L version
C01250	Add	N-Acetyl-L-glutamate-5-semialdehyde	Fixing of an incorrect value
C01250	Remove	N-Acetyl-L-glutamate 5-semialdehyde	Incorrect value
C01266	Add	3'-Deoxydihydrostreptomycin-6-phosphate	Fixing of an incorrect value
C01266	Remove	3'-Deoxydihydrostreptomycin 6-phosphate	Incorrect value
C01272	Add	1D-myo-Inositol-1,3,4,5-tetrakisphosphate	Fixing of an incorrect value
C01272	Add	D-myo-Inositol-1,3,4,5-tetrakisphosphate	Fixing of an incorrect value
C01272	Add	Inositol-1,3,4,5-tetrakisphosphate	Fixing of an incorrect value
C01272	Add	myo-Inositol-1,3,4,5-tetrakisphosphate	Adding a default name to the common D version
C01272	Add	myo-Inositol-tetrakisphosphate	Adding a default name to the common D version
C01272	Remove	1D-myo-Inositol 1,3,4,5-tetrakisphosphate	Incorrect value
C01272	Remove	D-myo-Inositol 1,3,4,5-tetrakisphosphate	Incorrect value
C01272	Remove	Inositol 1,3,4,5-tetrakisphosphate	Incorrect value
C01280	Add	Dihydrostreptomycin-3'alpha,6-bisphosphate	Fixing of an incorrect value
C01280	Remove	Dihydrostreptomycin 3'alpha,6-bisphosphate	Incorrect value
C01283	Add	1-Amino-1-deoxy-scyllo-inositol-4-phosphate	Fixing of an incorrect value
C01283	Add	scyllo-Inosamine-4-phosphate	Fixing of an incorrect value
C01283	Remove	1-Amino-1-deoxy-scyllo-inositol 4-phosphate	Incorrect value
C01283	Remove	scyllo-Inosamine 4-phosphate	Incorrect value
C01284	Add	1D-myo-Inositol-1,3,4,5,6-pentakisphosphate	Fixing of an incorrect value
C01284	Add	D-myo-Inositol-1,3,4,5,6-pentakisphosphate	Fixing of an incorrect value
C01284	Add	Inositol-1,3,4,5,6-pentakisphosphate	Fixing of an incorrect value
C01284	Add	Inositol-pentakisphosphate	Adding a default name to the common version
C01284	Add	myo-Inositol-1,3,4,5,6-pentakisphosphate	Adding a default name to the common version
C01284	Remove	1D-myo-Inositol 1,3,4,5,6-pentakisphosphate	Incorrect value
C01284	Remove	D-myo-Inositol 1,3,4,5,6-pentakisphosphate	Incorrect value
C01284	Remove	Inositol 1,3,4,5,6-pentakisphosphate	Incorrect value
C01286	Add	2-Dehydro-3-deoxy-D-galactonate-6-phosphate	Fixing of an incorrect value
C01286	Add	2-Dehydro-3-deoxy-galactonate-6-phosphate	Adding a default name to the common D version
C01286	Remove	2-Dehydro-3-deoxy-D-galactonate 6-phosphate	Incorrect value
C01294	Add	1-Guanidino-1-deoxy-scyllo-inositol-4-phosphate	Fixing of an incorrect value
C01294	Add	N-Amidino-scyllo-inosamine-4-phosphate	Fixing of an incorrect value
C01294	Remove	1-Guanidino-1-deoxy-scyllo-inositol 4-phosphate	Incorrect value
C01294	Remove	N-Amidino-scyllo-inosamine 4-phosphate	Incorrect value
C01313	Add	N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]glycine	Adding a default name to the common S version
C01314	Add	N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]-alanine	Adding a default name to the common S version
C01346	Add	2'-Deoxyuridine-5'-diphosphate	Fixing of an incorrect value
C01346	Remove	2'-Deoxyuridine 5'-diphosphate	Incorrect value
C01367	Add	Adenosine-3'-phosphate	Fixing of an incorrect value
C01367	Remove	Adenosine 3'-phosphate	Incorrect value
C01394	Delete	Entry	deduplication
C01401	Add	DL-Alanine	adding after deletion
C01401	Remove	Alanine	deduplication
C01410	Add	N-alpha-Boc-asparagine	Adding a default name to the common L version
C01420	Add	DL-alpha-Diamino-beta-dithiolactic acid	adding after deletion
C01420	Add	DL-Cystine	adding after deletion
C01420	Add	DL-Dicysteine	adding after deletion
C01420	Remove	alpha-Diamino-beta-dithiolactic acid	deduplication
C01420	Remove	Cystine	deduplication
C01420	Remove	Dicysteine	deduplication
C01432	Add	DL-Lactate	adding after deletion
C01432	Remove	Lactate	deduplication
C01452	Add	DL-xylo-Hexulose	adding after deletion
C01452	Remove	Sorbose	deduplication
C01452	Remove	xylo-Hexulose	deduplication
C01479	Add	DL-Hyoscyamine	Fixing of an incorrect value
C01479	Remove	dl-Hyoscyamine	Incorrect value
C01487	Add	Allose	Adding a default name to the common D version
C01488	Add	Apiose	Adding a default name to the common D version
C01489	Add	Iditol	Adding a default name to the common D version
C01508	Add	DL-Lyxose	adding after deletion
C01508	Remove	Lyxose	deduplication
C01536	Remove	Tyrosine	deduplication
C01551	Remove	Allantoin	deduplication
C01582	Add	DL-Galactose	adding after deletion
C01582	Remove	Galactose	deduplication
C01602	Add	DL-Ornithine	adding after deletion
C01602	Remove	Ornithine	deduplication
C01680	Add	Fuconate	Adding a default name to the common D version
C01682	Remove	Nopaline	Deletion of an incorrect value
C01685	Add	Ribonate	Addin a default name to the common D version
C01685	Add	Ribonate	Adding a default name to the common D version
C01685	Add	Ribonic acid	Addin a default name to the common D version
C01685	Add	Ribonic acid	Adding a default name to the common D version
C01693	Add	Dopachrome	Addin a default name to the common L version
C01718	Add	DL-Kynurenine	adding after deletion
C01718	Remove	Kynurenine	deduplication
C01733	Remove	Methionine	deduplication
C01750	Add	Quercetin-3-L-rhamnoside	Fixing of an incorrect value
C01750	Add	Quercetin-3-O-alpha-L-rhamnopyranoside	Fixing of an incorrect value
C01750	Remove	Quercetin 3-L-rhamnoside	Incorrect value
C01750	Remove	Quercetin 3-O-alpha-L-rhamnopyranoside	Incorrect value
C01796	Add	Erythrose	Adding a default name to the common D version
C01826	Add	Norvaline	Adding a default name to the commonL version
C01882	Remove	ADP-D-ribose	deduplication
C01904	Add	Arabinitol	Adding a default name to the common D version
C01904	Add	Arabinol	Adding a default name to the common D version
C01904	Add	Arabitol	Adding a default name to the common D version
C01904	Add	Lyxitol	Adding a default name to the common D version
C01906	Add	Hamamelose	Addin a default name to the common D version
C01929	Add	Histidinal	Adding a default name to the common L version
C01930	Add	Lysinamide	Adding a default name to the commonL version
C01933	Add	Aminohexanoate	Addin a default name to the common L version
C01933	Add	Aminohexanoic acid	Addin a default name to the common L version
C01989	Add	Ethylmalate	Adding a default name
C02022	Add	Erythrulose	Adding a default name to the common D version
C02022	Add	glycero-Tetrulose	Adding a default name to the common D version
C02024	Add	Mannuronate	Addin a default name to the common D version
C02024	Add	Mannuronic acid	Addin a default name to the common D version
C02095	Delete	Entry	 Deletion of beta version
C02096	Delete	Entry	deduplication
C02105	Add	Reticuline	Adding a default name to the common S version
C02106	Add	Scoulerine	Adding a default name to the common S version
C02204	Delete	Entry	deduplication
C02205	Delete	Entry	deduplication
C02209	Delete	Entry	Deletion of beta version
C02264	Add	Glucose oxime	Adding a default name to the common D version
C02290	Add	Carnitinamide	Adding a default name to the common L version
C02336	Replace	C00095	Replacement of an alpha/beta value with the common value
C02338	Delete	Entry	Deletion of beta version 
C02350	Add	Allantoin	Adding a default name to the common S version
C02359	Add	Fluorobenzoate	Adding a default name to the common version
C02359	Add	Fluorobenzoic acid	Adding a default name to the common version
C02385	Add	DL-Arginine	adding after deletion
C02385	Remove	Arginine	deduplication
C02427	Add	Homocitrulline	Adding a default name to the common L version
C02457	Add	Propane-diol	Adding names
C02457	Add	Propanediol	Adding names
C02476	Delete	Entry	Deletion of alpha version 
C02479	Delete	Entry	deduplication
C02488	Add	2-Ethylmalate	Adding a default name to the common R version
C02522	Add	Quinovose	Adding a default name to the common D version
C02557	Add	DL-Methylmalonyl-CoA	Adding after deletion
C02557	Add	(RS)-Methylmalonyl-CoA	Adding after deletion
C02557	Remove	2-Methylmalonyl-CoA	deduplication
C02557	Remove	Methylmalonyl-CoA	deduplication
C02557	Remove	Methylmalonyl coenzyme A	deduplication
C02591	Add	Sucrose-6F-phosphate	Fixing of an incorrect value
C02591	Add	Sucrose-6'-phosphate	Fixing of an incorrect value
C02591	Remove	Sucrose 6F-phosphate	Incorrect value
C02591	Remove	Sucrose 6'-phosphate	Incorrect value
C02604	Delete	Entry	deduplication
C02635	Add	3-Chloro-alanine	Addin a default name to the common L version
C02669	Add	Galactono-1,5-lactone	Addin a default name to the common D version
C02703	Add	Serine O-sulfate	Adding a default name to the common L version
C02710	Add	N-Acetyl-leucine	Adding a default name to the common L version
C02711	Add	N-Acetyl-DL-hexosamine	adding after deletion
C02711	Remove	N-Acetylhexosamine	deduplication
C02712	Add	N-Acetyl-methionine	Adding a default name to the common L version
C02727	Add	N6-Acetyllysine	Addin a default name to the common L version
C02728	Add	N6-Methyl-lysine	Addin a default name to the common L version
C02728	Add	N6-Methyllysine	Addin a default name to the common L version
C02766	Remove	Ureidoglycolate	deduplication
C02779	Add	2-Dehydro-glucose	Addin a default name to the common D version
C02781	Add	2-Deoxy-galactose	Addin a default name to the common D version
C02782	Add	2-Deoxy-gluconate	Addin a default name to the common D version
C02810	Add	Alditol-6-phosphate	Fixing of an incorrect value
C02810	Remove	Alditol 6-phosphate	Incorrect value
C02812	Add	Ascorbate-2-sulfate	Fixing of an incorrect value
C02812	Remove	Ascorbate 2-sulfate	Incorrect value
C02827	Add	D-Glucose-6-sulfate	Fixing of an incorrect value
C02827	Remove	D-Glucose 6-sulfate	Incorrect value
C02827	Add	Glucose-6-sulfate	Adding a default name to the common D version
C02837	Add	2-Amino-hexano-6-lactam	Adding a default name to the common L version
C02838	Add	Octanoylcarnitine	Adding a default name to the common L version
C02888	Add	L-Sorbose-1P	Fixing of an incorrect value
C02888	Add	L-Sorbose-1-phosphate	Fixing of an incorrect value
C02888	Add	L-xylo-Hexulose-1-phosphate	Fixing of an incorrect value
C02888	Remove	L-Sorbose 1-phosphate	Incorrect value
C02888	Remove	L-Sorbose 1P	Incorrect value
C02888	Remove	L-xylo-Hexulose 1-phosphate	Incorrect value
C02888	Remove	Sorbose 1-phosphate	Incorrect value
C02915	Add	cis-N-Methylcanadine	Adding a default name to the common S version
C02916	Add	Norlaudanosoline	Adding a default name to the common S version
C02916	Add	Tetrahydropapaveroline	Adding a default name to the common S version
C02917	Add	1,2-Propanediol	Addin a default name to the common S version
C02917	Add	Propane-1,2-diol	Addin a default name to the common S version
C02917	Add	Propane-diol	Addin a default name to the common S version
C02917	Add	Propanediol	Addin a default name to the common S version
C02917	Add	Propylene glycol	Addin a default name to the common S version
C02962	Add	Allose-phosphate	Adding a default name to the common D version
C02962	Add	D-Allose-6-phosphate	Fixing of an incorrect value
C02962	Remove	D-Allose 6-phosphate	Incorrect value
C02964	Add	Glucosyl-mannose	Adding a default name to the common D version
C02964	Add	Glucosylmannose	Adding a default name to the common D version
C02965	Add	D-Hexose-6-phosphate	Fixing of an incorrect value
C02965	Add	Hexose-6-phosphate	Adding a default name to the common D version
C02965	Remove	D-Hexose 6-phosphate	Incorrect value
C02977	Add	GDP-6-deoxy-talose	Addin a default name to the common D version
C02982	Add	2-Hydroxyphytanate	Adding a default name to the common L version
C02985	Add	6-Deoxy-L-galactose-1-phosphate	Fixing of an incorrect value
C02985	Add	beta-L-Fucose-1-phosphate	Fixing of an incorrect value
C02985	Add	L-Fucose-1-phosphate	Fixing of an incorrect value
C02985	Remove	6-Deoxy-L-galactose 1-phosphate	Incorrect value
C02985	Remove	beta-L-Fucose 1-phosphate	Incorrect value
C02985	Remove	L-Fucose 1-phosphate	Incorrect value
C02989	Add	L-Methionine (RS)-S-oxide	Adding a default name to the common version
C02993	Add	Tyr-arg	Adding a default name to the common L version
C02995	Add	Maltose-6'-phosphate	Fixing of an incorrect value
C02995	Remove	Maltose 6'-phosphate	Incorrect value
C02997	Add	N-Acetylhistidine	Adding a default name to the common L version
C03015	Add	O-Carbamoyl-serine	Adding a default name to the common L version
C03034	Add	dTDP-galacturonate	Addin a default name to the common D version
C03044	Add	2,3-Butanediol	Addin a default name to the common R version
C03044	Add	2,3-Butylene glycol	Addin a default name to the common R version
C03044	Add	Butane-2,3-diol	Addin a default name to the common R version
C03045	Add	2-Hydroxystearate	Adding a default name to the common S version
C03066	Add	Hydroxy-glutamate	Adding a default name to the common L version
C03066	Add	Hydroxyglutamate	Adding a default name to the common L version
C03066	Add	Hydroxy-glutamic acid	Adding a default name to the common L version
C03066	Add	Hydroxyglutamic acid	Adding a default name to the common L version
C03097	Add	Aryl-beta-D-glucoside	Fixing of an incorrect value
C03097	Remove	Aryl beta-D-glucoside	Incorrect value
C03107	Add	Glucono-1,4-lactone	Addin a default name to the common D version
C03108	Add	Glucosylsphingosine	Adding a default name to the common D version
C03117	Add	GDP-6-deoxy-mannose	Addin a default name to the common D version
C03117	Add	GDP-rhamnose	Addin a default name to the common D version
C03124	Add	beta-Aspartylhydroxamate	Adding a default name to the common L version
C03126	Add	L-Iduronate-2-sulfate	Fixing of an incorrect value
C03126	Remove	L-Iduronate 2-sulfate	Incorrect value
C03136	Add	N-Acetylhexosamine	Adding a default name to the common D version
C03140	Add	N-Amidino-glutamate	Adding a default name to the common L version
C03146	Add	Glycolyl-glucosamine	Adding a default name to the common D version
C03146	Add	Glycolylglucosamine	Adding a default name to the common D version
C03146	Add	N-Glycolyl-glucosamine	Adding a default name to the common D version
C03146	Add	N-Glycolylglucosamine	Adding a default name to the common D version
C03172	Add	S-Methyl-L-methionine	Addin a default name to the common L version
C03172	Add	S-Methylmethionine	Addin a default name to the common L version
C03175	Add	Shikimate-3-phosphate	Fixing of an incorrect value
C03175	Add	Shikimate-5-phosphate	Fixing of an incorrect value
C03175	Remove	Shikimate 3-phosphate	Incorrect value
C03175	Remove	Shikimate 5-phosphate	Incorrect value
C03189	Remove	Glycerol 1-phosphate	deduplication
C03197	Add	L-beta-Hydroxybutyric acid	Adding names
C03197	Add	(S)-3-Hydroxybutanoate	Adding names
C03197	Add	(S)-3-Hydroxybutanoic acid	Adding names
C03197	Add	(S)-3-Hydroxybutyric acid	Adding names
C03225	Add	3,5-Dinitrotyrosine	Adding a default name to the common L version
C03251	Add	Aldohexose-6-phosphate	Fixing of an incorrect value
C03251	Remove	Aldohexose 6-phosphate	Incorrect value
C03269	Add	galacto-Hexodialdose	Addin a default name to the common D version
C03287	Add	Glutamate-5-phosphate	Adding a default name to the common L version
C03287	Add	Glutamyl-5-phosphate	Adding a default name to the common L version
C03287	Add	L-Glutamate-5-phosphate	Fixing of an incorrect value
C03287	Add	L-Glutamyl-5-phosphate	Fixing of an incorrect value
C03287	Remove	L-Glutamate 5-phosphate	Incorrect value
C03287	Remove	L-Glutamyl 5-phosphate	Incorrect value
C03290	Add	threo-3-Phenylserine	Addin a default name to the common L version
C03291	Add	L-Xylulose-5-phosphate	Fixing of an incorrect value
C03291	Remove	L-Xylulose 5-phosphate	Incorrect value
C03296	Add	N2-Succinylarginine	Adding a default name to the common L version
C03299	Add	O-Decanoylcarnitine	Adding a default name to the common L version
C03312	Add	Urate-D-ribonucleotide	Fixing of an incorrect value
C03312	Add	Urate-ribonucleotide	Addin a default name to the common D version
C03312	Add	Urat ribonucleotide	Addin a default name to the common D version
C03356	Add	3-Phospho-erythronate	Adding a default name to the common version
C03366	Add	5-Phosphonooxy-lysine	Adding a default name to the common L version
C03366	Add	O-Phosphohydroxy-lysine	Adding a default name to the common L version
C03384	Add	D-Galactose-1-phosphate	Fixing of an incorrect value
C03384	Add	Galactose-1-phosphate	Adding a default name to the common D version
C03384	Remove	D-Galactose 1-phosphate	Incorrect value
C03387	Add	Glucurono-6,2-lactone	Addin a default name to the common D version
C03393	Add	Phosphoerythronate	Adding a default name to the common version
C03401	Add	2,3-Diaminopropanoate	Adding a default name to the commonL version
C03404	Add	Tyrosine methyl ester	Adding a default name to the common L version
C03406	Add	Argininosuccinate	Adding a default name to the common L version
C03406	Add	Argininosuccinic acid	Adding a default name to the common L version
C03406	Add	arginosuccinate	Adding a default name to the common L version
C03406	Add	Arginosuccinic acid	Adding a default name to the common L version
C03411	Add	Glycosyl-asparagine	Adding a default name to the common L version
C03411	Add	Glycosylasparagine	Adding a default name to the common L version
C03411	Add	N-Glycosyl-asparagine	Adding a default name to the common L version
C03411	Add	N-Glycosylasparagine	Adding a default name to the common L version
C03415	Add	N2-Succinyl-ornithine	Adding a default name to the common L version
C03431	Add	S-Inosylhomocysteine	Addin a default name to the common L version
C03492	Add	4'-Phosphopantothenate	Adding a default name to the common D version
C03502	Add	Flavonol-3-O-D-galactoside	Fixing of an incorrect value
C03502	Remove	Flavonol 3-O-D-galactoside	Incorrect value
C03509	Add	L-Arabinitol-5-phosphate	Fixing of an incorrect value
C03509	Remove	L-Arabinitol 5-phosphate	Incorrect value
C03510	Add	Methionine sulfoximine	Adding a default name to the common L version
C03515	Add	Luteolin-7-O-beta-D-glucuronide	Incorrect value
C03515	Add	Luteolin-7-O-glucuronide	Incorrect value
C03515	Remove	Luteolin 7-O-beta-D-glucuronide	Fixing of an incorrect value
C03515	Remove	Luteolin 7-O-glucuronide	Fixing of an incorrect value
C03519	Add	N-Acetyl-phenylalanine	Adding a default name to the common L version
C03521	Add	Glycolyl-mannosamine	Adding a default name to the common D version
C03521	Add	Glycolylmannosamine	Adding a default name to the common D version
C03521	Add	N-Glycolyl-mannosamine	Adding a default name to the common D version
C03521	Add	N-Glycolylmannosamine	Adding a default name to the common D version
C03546	Add	1D-myo-Inositol-4-monophosphate	Fixing of an incorrect value
C03546	Add	1D-myo-Inositol-4-phosphate	Fixing of an incorrect value
C03546	Add	D-myo-Inositol-4-phosphate	Fixing of an incorrect value
C03546	Add	Inositol-4-phosphate	Fixing of an incorrect value
C03546	Add	myo-Inositol-4-phosphate	Fixing of an incorrect value
C03546	Remove	1D-myo-Inositol 4-monophosphate	Incorrect value
C03546	Remove	1D-myo-Inositol 4-phosphate	Incorrect value
C03546	Remove	D-myo-Inositol 4-phosphate	Incorrect value
C03546	Remove	Inositol 4-phosphate	Incorrect value
C03546	Remove	myo-Inositol 4-phosphate	Incorrect value
C03561	Add	3-Hydroxybutanoyl-CoA	Addin a default name to the common R version
C03604	Add	Erythrulose-4-phosphate	Adding a default name to the common D version
C03606	Add	D-Hamamelose-2(1)-phosphate	Fixing of an incorrect value
C03606	Add	Hamamelose-2(1)-phosphate	Adding a default name to the common D version
C03606	Remove	D-Hamamelose 2(1)-phosphate	Incorrect value
C03618	Add	threo-3-Methylaspartate	Adding a default name to the common L version
C03652	Add	dimethylmalate	Adding a default name to the common RS version
C03654	Add	(3S,4R)-Ketose-1-phosphate	Fixing of an incorrect value
C03654	Remove	(3S,4R)-Ketose 1-phosphate	Incorrect value
C03656	Add	5-Amino-3-oxohexanoate	Addin a default name to the common S version
C03656	Add	5-Amino-3-oxohexanoic acid	Addin a default name to the common S version
C03664	Remove	2,4-D	Incorrect value
C03693	Add	D-Mannose-1,6-bisphosphate	Fixing of an incorrect value
C03693	Add	Mannose-1,6-bisphosphate	Adding a default name to the common D version
C03693	Remove	D-Mannose 1,6-bisphosphate	Incorrect value
C03703	Add	5-Carboxymethylhydantoin	Adding a default name to the common L version
C03709	Add	N-Adenylylphenylalanine	Addin a default name to the common L version
C03712	Add	Ornithuric acid	Adding a default name to the common L version
C03727	Add	Carbocisteine	Adding a default name to the common L version
C03731	Add	Streptomycin-3''-phosphate	Fixing of an incorrect value
C03731	Remove	Streptomycin 3''-phosphate	Incorrect value
C03733	Add	UDP-galacto-1,4-furanose	Addin a default name to the common D version
C03734	Add	alpha-D-Glutamyl-phosphate	Fixing of an incorrect value
C03734	Remove	alpha-D-Glutamyl phosphate	Incorrect value
C03735	Delete	Entry	Deletion of alpha version
C03736	Delete	Entry	Deletion of alpha version
C03752	Add	2-Amino-2-deoxy-gluconate	Adding a default name to the common D version
C03752	Add	Amino-deoxy-gluconate	Adding a default name to the common D version
C03752	Add	Aminodeoxygluconate	Adding a default name to the common D version
C03752	Add	Glucosaminic acid	Adding a default name to the common D version
C03783	Add	D-Galactosamine-1-phosphate	Fixing of an incorrect value
C03783	Add	Galactosamine-1-phosphate	Adding a default name to the common D version
C03783	Remove	D-Galactosamine 1-phosphate	Incorrect value
C03785	Add	D-Tagatose-1,6-bisphosphate	Fixing of an incorrect value
C03785	Add	Tagatose-1,6-bisphosphate	Adding a default name to the common D version
C03785	Remove	D-Tagatose 1,6-bisphosphate	Incorrect value
C03828	Add	2-Deoxystreptamine-phospahte	Fixing of an incorrect value
C03828	Remove	2-Deoxystreptamine phospahte	Incorrect value
C03857	Add	Fructosyl-fructofuranose	Adding a default name to the common D version
C03858	Add	Glucosyldihydrosphingosine	Addin a default name to the common D version
C03900	Add	S-(4-Bromophenyl)-cysteine	Adding a default name to the common L version
C03900	Add	S-4-Bromophenylcysteine	Adding a default name to the common L version
C03900	Add	S-4-Bromophenyl-L-cysteine	Fixing of an incorrect value
C03906	Replace	C06238	Replacement of an alpha/beta value with the common value
C03921	Add	2-Dehydro-3-deoxy-glucarate	Adding a default name to the common D version
C03921	Add	Dehydro-deoxy-glucarate	Adding a default name to the common D version
C03921	Add	Dehydrodeoxyglucarate	Adding a default name to the common D version
C03946	Add	Flavonol-3-O-beta-D-glucoside	Fixing of an incorrect value
C03946	Add	Flavonol-3-O-D-glucoside	Fixing of an incorrect value
C03946	Remove	Flavonol 3-O-beta-D-glucoside	Incorrect value
C03946	Remove	Flavonol 3-O-D-glucoside	Incorrect value
C03951	Add	Luteolin-7-O-beta-D-glucoside	Fixing of an incorrect value
C03951	Add	Luteolin-7-O-glucoside	Fixing of an incorrect value
C03951	Remove	Luteolin 7-O-beta-D-glucoside	Incorrect value
C03951	Remove	Luteolin 7-O-glucoside	Incorrect value
C03953	Add	N-Acetyl-D-glucosamine-4-sulfate	Fixing of an incorrect value
C03953	Add	N-Acetylglucosamine-4-sulfate	Fixing of an incorrect value
C03953	Remove	N-Acetyl-D-glucosamine 4-sulfate	Incorrect value
C03953	Remove	N-Acetylglucosamine 4-sulfate	Incorrect value
C03961	Add	3-hydroxyaspartate	Adding names
C03961	Add	3-hydroxy-L-aspartate	Adding names
C03961	Add	hydroxyapartate	Adding names
C03961	Add	L-hydroxyapartate	Adding names
C03962	Add	(-)-Menthyl-O-beta-glucoside	Adding a default name to the common D version
C03980	Add	2-Deoxystreptamine-4-phosphate	Fixing of an incorrect value
C03980	Remove	2-Deoxystreptamine 4-phosphate	Incorrect value
C03997	Add	2'-Deoxy-5-hydroxymethylcytidine5'-phosphate	Fixing of an incorrect value
C03997	Remove	2'-Deoxy-5-hydroxymethylcytidine 5'-phosphate	Incorrect value
C04006	Add	"1D-myo-Inositol-3-monophosphate"""	Fixing of an incorrect value
C04006	Add	1D-myo-Inositol-3-phosphate	Fixing of an incorrect value
C04006	Add	1L-myo-Inositol-1-phosphate	Fixing of an incorrect value
C04006	Add	D-myo-Inositol-3-monophosphate	Fixing of an incorrect value
C04006	Add	D-myo-Inositol-3-phosphate	Fixing of an incorrect value
C04006	Add	Inositol-3-monophosphate	Fixing of an incorrect value
C04006	Add	Inositol-3-phosphate	Fixing of an incorrect value
C04006	Add	L-myo-Inositol-1-phosphate	Fixing of an incorrect value
C04006	Add	myo-Inositol-3-monophosphate	Fixing of an incorrect value
C04006	Add	myo-Inositol-3-phosphate	Fixing of an incorrect value
C04006	Remove	1D-myo-Inositol 3-monophosphate	Incorrect value
C04006	Remove	1D-myo-Inositol 3-phosphate	Incorrect value
C04006	Remove	1L-myo-Inositol 1-phosphate	Incorrect value
C04006	Remove	D-myo-Inositol 3-monophosphate	Incorrect value
C04006	Remove	D-myo-Inositol 3-phosphate	Incorrect value
C04006	Remove	Inositol 3-monophosphate	Incorrect value
C04006	Remove	Inositol 3-phosphate	Incorrect value
C04006	Remove	L-myo-Inositol 1-phosphate	Incorrect value
C04006	Remove	myo-Inositol 3-monophosphate	Incorrect value
C04006	Remove	myo-Inositol 3-phosphate	Incorrect value
C04007	Add	Flavanone-7-O-beta-D-glucoside	Fixing of an incorrect value
C04007	Add	Flavanone-7-O-glucoside	Fixing of an incorrect value
C04007	Remove	Flavanone 7-O-beta-D-glucoside	Incorrect value
C04007	Remove	Flavanone 7-O-glucoside	Incorrect value
C04037	Add	D-Galacturonate-1-phosphate	Fixing of an incorrect value
C04037	Add	Galacturonate-1-phosphate	Adding a default name to the common D version
C04037	Remove	D-Galacturonate 1-phosphate	Incorrect value
C04047	Add	(RS)-3-Hydroxyisobutyryl-CoA	Addin a default name to the version
C04062	Add	Inositol-1,3-bisphosphate	Fixing of an incorrect value
C04062	Add	myo-Inositol-1,3-bisphosphate	Fixing of an incorrect value
C04062	Remove	Inositol 1,3-bisphosphate	Incorrect value
C04062	Remove	myo-Inositol 1,3-bisphosphate	Incorrect value
C04063	Add	D-myo-Inositol-3,4-bisphosphate	Fixing of an incorrect value
C04063	Add	Inositol-3,4-bisphosphate	Fixing of an incorrect value
C04063	Add	myo-Inositol 3,4-bisphosphate	Adding a default name to the common D version
C04063	Remove	D-myo-Inositol 3,4-bisphosphate	Incorrect value
C04063	Remove	Inositol 3,4-bisphosphate	Incorrect value
C04064	Add	D-myo-Inositol-4,5-bisphosphate	Fixing of an incorrect value
C04064	Add	myo-Inositol-4,5-bisphosphate	Adding a default name to the common D version
C04064	Remove	D-myo-Inositol 4,5-bisphosphate	Incorrect value
C04068	Add	Flavonol-3-O-D-xylosylglucoside	Fixing of an incorrect value
C04068	Remove	Flavonol 3-O-D-xylosylglucoside	Incorrect value
C04069	Add	Flavonol-3-O-D-xylosylglycoside	Fixing of an incorrect value
C04069	Remove	Flavonol 3-O-D-xylosylglycoside	Incorrect value
C04193	Add	Flavonol-3-O-D-xylosylgalactoside	Fixing of an incorrect value
C04193	Remove	Flavonol 3-O-D-xylosylgalactoside	Incorrect value
